작성일,제목,조회수
2025-10-20,2025년 11월 중 대사증후군 무료 검진 및 신규 희망자 접수 안내,15347
2025-10-20,2026년도 신규장학생 추천의뢰(한국지도자육성장학재단),361
2025-10-17,[대학혁신] 2025학년도 2학기 S-T 멘토링 안내,629
2025-10-17,(재안내) [대학혁신] 'TACL(대학생활적응검사)' 재학생 단체 심리검사 실시 안내,15990
2025-10-17,[대학혁신] S-L Academy 학습법 특강,488
2025-10-16,[대학혁신] S-L Academy 학습법 특강,226
2025-10-16,2025학년도 2학기 K-디지털 기초역량훈련 프로그램 신청 안내,17887
2025-10-15,[창의산학교육원] 10월 비교과 안내(3~5주차),14340
2025-10-15,[전체교수] 강의평가 문항 개선 관련 의견수렴,387
2025-10-15,본교 sportal 고도화 작업으로 인한 서비스 일시중단 안내,14906
2025-10-15,[대학혁신]2025학년도 S-L 프레젠테이션 뽐내기 모집 안내,393
2025-10-14,2025학년도 2학기 학사일정 변경안내,1921
2025-10-14,2026년 북한이탈청소년 장학생 선발 안내(아산사회복지재단),353
2025-10-13,[FYP] 2025학년도 2학기 SKU 공연맛보기 참여자 모집 공고,760
2025-10-13,[학술정보관] 2025학년도 2학기 중간고사 기간 중 자유열람실 24시간 개방 안내,657
2025-10-13,"2025학년도 2학기  “AI시대, 면접이 취업을 결정한다!” 온라인 면접 준비 특강 모집",14899
2025-10-13,2025년 독감 예방접종 실시 안내,15050
2025-10-13,[대플]2025학년도 2학기 진로로드맵 경진대회 안내,17166
2025-10-02,교내 휴게 공간 개방 안내,1296
2025-10-02,[필독] 서경대학교 웹 메일 (Google) 계정 2단계 인증 의무화 및 저장용량 관련 안내,49677
2025-10-02,[대플] 2025학년도 2학기 기업 및 직무분석 경진대회,16890
2025-10-02,[대학혁신] S-L Academy 학습법 특강,735
2025-10-01,[학술정보관] 2025학년도 학술정보관 이용자 만족도 조사,685
2025-10-01,"예비군 훈련자율일정 선택, 휴일 및 전국단위 훈련 신청 안내",737
2025-10-01,"2025 성북구 사회적경제 한마당 「모두의 향연」 (10월 18일, 토)",720
2025-10-01,"[창의산학교육원] 10월 비교과 안내(1,2주차)",49708
2025-09-30,청년 Pick 시장 가는 여행 길 U! MaRo Team 지원자 모집(한국관광공사 서포터즈 모집),746
2025-09-30,[대학혁신] S-L Academy 학습법 특강 안내,673
2025-09-30,[대학혁신] 2025학년도 S-Learning Clinic 2학기  학습컨설팅 안내,711
2025-09-30,[대학혁신]2025학년도 2학기 나비효과 프로젝트 '인문학 길에 묻다' 참여자 모집 안내,2025
2025-09-29,[대학혁신] 'TACL(대학생활적응검사)' 재학생 단체 심리검사 실시 안내,712
2025-09-29,"[학술정보관] (대학원생, 학부생) 2025년 10월 온라인 이용교육 안내",716
2025-09-29,2025 경기도 기후테크 컨퍼런스,681
2025-09-29,서경대학교 대학원 직원(계약직) 채용 공고,54736
2025-09-29,2025학년도 2학기 취업연계중점대학 & 현장실습학기제 설명회 개최 안내,51887
2025-09-29,[2025 청년의 날] 대학일자리플러스센터 ON FESTA 행사 안내(~10.12),766
2025-09-26,2025학년도 2학기 학부 재학생 등록금 추가 납부 안내,1087
2025-09-26,[대학혁신] 「2025 학생 참여형 혁신교양교육과정 연구회」 공모  안내,950
2025-09-25,2025년도 예비군 기본훈련 2차 일정 안내,48584
2025-09-25,2025학년도 법정의무교육(폭력예방 및 장애인식개선) 실시,57117
2025-09-25,[학술정보관] 2025년 10월 온라인 이용교육 및 특강 안내,768
2025-09-25,[FYP]2025학년도 2학기 대학생을 위한 운동 & 생활 습관 ﻿  '나를 위한 갓생 프로젝트' 대면 특강 안내(추가모집),873
2025-09-25,2026 대산농촌재단 장학생 선발 안내,682
2025-09-25,[학술정보관] 2025년 10월 이달의 영화 상영 안내,957
2025-09-24,2025학년도 동계방학 취업연계중점대학 근로학생 모집안내,58222
2025-09-24,[대학혁신] 2025학년도 학생상담센터 10월 집단프로그램 안내,816
2025-09-24,2025학년도 동계방학 취업연계중점대학 근로기관 모집안내,56707
2025-09-22,학칙 및 학칙 시행세칙 일부개정안 사전 공고,823
2025-09-22,[대학혁신] S-L Academy 학습법 특강 안내,1063
2025-09-22,"[학술정보관] 청춘들을 위한 북큐레이션(도서전시회) : 청춘이 묻고, 책이 답하다",929
2025-09-22,2025학년도 1학기 연구결과 공유,1175
2025-09-22,[대학혁신] 2025학년도 2학기 S-T 좋은수업 만들기 프로젝트 안내,1144
2025-09-22,2025년 서울시 청년 쿡 비즈니스 센터 중간성과공유회,781
2025-09-19,장학금 부정청구 자가점검 체크리스트 안내(한국장학재단),828
2025-09-19,[FYP]2025학년도 2학기 대학생을 위한 운동 & 생활 습관 ﻿  '나를 위한 갓생 프로젝트' 대면 특강 안내,1251
2025-09-17,서경대학교 대학원 직원(계약직) 채용 공고,34397
2025-09-17,[필수참여] !!!2025학년도 학부교육실태조사 안내!!!,1132
2025-09-16,2025년서울청년주간<청년푸드창업리얼스토리>,794
2025-09-16,2025 동문과 함께하는 진로취업박람회 이벤트(이미지 메이크업) 사전예약 안내,34817
2025-09-16,[대학혁신] 'speak your heart' 학생상담센터 프로그램 체험수기 공모전,1213
2025-09-15,[대학혁신]2025학년도 2학기 나비효과 프로젝트 '인문학 길에 묻다' 참여자 모집 안내,1227
2025-09-15,"2025학년도 2학기 [대학혁신]S-L 서경튜터링, 스터디클럽, 교수와 함께하는 학습연구모임 선발팀 공고 및 오리엔테이션 안내",1066
2025-09-15,[대학혁신] 2025 '찾아가는 일상회복 3차' 마음건강캠페인 안내,915
2025-09-12,"[학술정보관] 2025학년도 작품 전시회 : 청춘의 조각, 나의 시간 안내",1245
2025-09-12,[창의산학교육원] 9월 비교과 안내,76411
2025-09-12,2025학년도 2학기 학부 재학생 등록금 추가 납부 안내(분납신청종료),1724
2025-09-12,[대학혁신]2025학년도 2학기 S-L 서경튜터링 모집 공고(추가),1303
2025-09-11,2026학년도 1학기 히로시마시립대학 교환학생 모집 공고,1370
2025-09-11,2025학년도 2학기 강사 특별채용 합격자 발표,1043
2025-09-11,2026년도 국가연구개발사업 정부예산안 설명회 안내,1124
2025-09-10,[대학혁신] 2025학년도 학생상담센터 1:1 개인상담 및 심리검사 신청 안내,953
2025-09-09,2025년도 교양기초교육  교·강사 온라인 교육 플랫폼 수강 안내,1099
2025-09-09,2025 서경대학교 동문과 함께하는 진로취업박람회(SKU JOB FIESTA) 개최 안내,53434
2025-09-08,[FYP]2025학년도 2학기 대학생을 위한 운동 & 생활 습관 ﻿  '나를 위한 갓생 프로젝트' 특강 안내,1299
2025-09-08,[대학혁신]인문학 길에 묻다,1098
2025-09-08,서경대학교 직원(계약직) 채용 공고,90958
2025-09-08,[대학혁신] 2025학년도 2학기 S-T 교수법 연구모임 안내,1112
2025-09-08,제 23기 후기 삼원 장학생 선발 안내,1056
2025-09-08,[FYP] 2025학년도 2학기 관계의 기술 참여자 모집 안내,1185
2025-09-08,2025년 고속도로 장학생 선발 안내,1501
2025-09-08,[대플] '잇다' X 서경대학교 제휴대학 이벤트 안내,59478
2025-09-08,[창의산학교육원] 서경대학교 총장배 프로그래밍 경진대회 수상자 결과 발표,1200
2025-09-08,2026학년도 대만 중국문화대학 교환학생 모집 공고,1283
2025-09-05,2025학년도 2학기 2차(최종) 폐강 교과목 안내,2464
2025-09-05,2025학년도 2학기 중소기업 취업연계 장학사업(희망사다리 1유형_창업지원형) 신규 장학생 모집(~9/19),91136
2025-09-05,길음종합사회복지관 9월 아나바다 그린장터 서경대학교 풀잎봉사단 부스 운영 봉사자 모집,913
2025-09-05,2025학년도 2학기(2025.10.01.일자) 서경대학교 비전임 교수 추가 초빙공고,66535
2025-09-05,제28기 두울장학생 선발 안내,1305
2025-09-05,2025년도 (재)인천인재평생교육진흥원 하반기 장학생 선발 안내,987
2025-09-04,2025학년도 2학기 중소기업 취업연계 장학사업(희망사다리 1유형_취업지원형) 신규 장학생 모집,81537
2025-09-04,[창의산학교육원] 정릉1동 의제발굴워크숍 모집 (~9/9),1024
2025-09-04,2025년도 제6기 경원장학재단 장학생 선발 안내,1089
2025-09-04,동소문행복기숙사 2025년 2학기 상시 모집 공고,1383
2025-09-03,2025년 2학기 국가장학금 신청자 가구원 동의 안내(한국장학재단),1165
2025-09-03,2025년 하반기 익산시 대학생 학자금 대출이자 지원 홍보,1092
2025-09-03,2025학년도 2학기 강사 특별채용공고,1634
2025-09-03,2025학년도 2학기  서경대학교 온라인 현직자 직무클래스(10개 강좌),86131
2025-09-02,2026학년도 긴키대학교(Kindai Universityi) 교환학생 모집 공고,1906
2025-09-02,[대플]2025학년도 2학기 서경인 진로 잡(JOB)는 날  프로그램 신청 안내,90461
2025-09-02,[대플]2025학년도 2학기 진로동아리 신청 안내,54736
2025-09-02,[대학혁신]2025학년도 2학기 취업동아리 신청 안내,83591
2025-09-02,[대플] 2025학년도 2학기 기업 및 직무분석 가이드,90589
2025-09-02,2025년도 (재)포항시장학회 장학생 선발 안내,1062
2025-09-02,학과통합 관련학과(부) 학적변동 신청 안내,1639
2025-09-02,[창의산학교육원] 2025-2 비교과 설문조사,88017
2025-09-02,2025학년도 2학기 수강 철회 안내,3888
2025-09-02,2025년도 2학기 고졸 후 학습자 장학사업(희망사다리II유형) 신규장학생 신청기간 안내(한국장학재단),1005
2025-09-01,2025학년도 2학기 형제장학금 신청,1176
2025-09-01,2025학년도 2학기 서경엘리트(글로벌인재)장학금 신청,1386
2025-09-01,[학술정보관] 2025학년도 2학기 논문통계분석 라이브 특강 안내,1093
2025-09-01,[대플] e-DISC x 에니어그램검사와 함께하는 2code 진로설계워크숍,42694
2025-09-01,25-2차 군 가산복무 지원금 지급대상자(장교) 모집 안내,960
2025-09-01,2025년도 하반기 장학생 선발 계획 안내 ((재)달서인재육성장학재단),1174
2025-09-01,[대학혁신] 2025학년도 S-Learning Clinic 2학기  학습컨설팅 안내,1081
2025-09-01,[학술정보관] 2025년 9월 온라인 이용교육 및 특강 안내,1125
2025-09-01,"2025학년도 2학기 보훈장학금, 새터민장학금 신청",975
2025-09-01,2025학년도 2학기 서경CREOS장학금(희망플러스)신청,1126
2025-09-01,2025학년도 2학기 서경CREOS장학금(해피하우스) 신청,1265
2025-09-01,2025-2학기 교통통제 근로장학생(추가 모집)[모집마감],1079
2025-09-01,[학술정보관] ScienceDirect 이용 교육 안내,1068
2025-09-01,[대학혁신] 2025학년도 2학기,1163
2025-09-01,"[학생상담센터]""나도 몰랐던 내 기질, TCI 심리검사로 알아보자!""",1141
2025-09-01,2025학년도 2학기 사회봉사활동 관련 재정지원 프로그램,1124
2025-09-01,25-2차 군 가산복무 지원금 지급대상자(부사관) 모집 안내,896
2025-08-29,25-2학기 학생 생활관 선발 모집 공고(추가모집),16261
2025-08-29,2025년 2학기 통영시 대학생 등록금 전액 지원사업 홍보 협조,988
2025-08-29,2025학년도 2학기 S-L 스터디클럽 모집 공고,1414
2025-08-29,[대학혁신]2025학년도 2학기 S-L 서경튜터링 모집 공고,1304
2025-08-29,2025학년도 2학기 S-L 교수와 함께하는 학습연구모임 모집 공고,1320
2025-08-28,[필독]Windows 10 지원 종료 및 Windows 11 업그레이드 안내,95483
2025-08-28,2025학년도 S-L 러닝메이트 공모전 심사결과,1254
2025-08-28,"✨ 학생상담센터 집단상담 프로그램, 여러분의 대학생활에 특별한 빛을 더합니다! ✨",1184
2025-08-28,졸업요건 '교양이수학점' 이수방법 안내,90286
2025-08-28,2025학년도 2학기 학부 재학생 등록금 분할납부 추가 신청 안내,49491
2025-08-28,[학술정보관] 2025년 9월 이달의 영화 상영 안내,1139
2025-08-28,2025학년도 2학기 학부 재학생 등록금 추가 납부 안내,49792
2025-08-27,[학술정보관]2025학년도 2학기 교내근로장학생 추가 모집 안내,1446
2025-08-27,2025년도 익산사랑 장학생 선발 홍보 요청,1042
2025-08-26,[학술정보관] 유담관 네트워크 장비 이전 설치에  따른 대출/반납 중단 안내,1186
2025-08-26,제23기 후기 삼원장학생 선발 안내,1260
2025-08-25,2025학년도 2학기 1차 폐강 교과목 안내,2717
2025-08-25,2025년도 (재)광산장학회 장학생 선발 공고,1218
2025-08-25,[대학혁신]2025학년도 학생상담센터 9월 집단프로그램 안내,1153
2025-08-22,2025년도 학군사관66·67기 2차 모집안내,93027
2025-08-21,[캠퍼스타운] ICT 기술융합세미나 <프로젝트기반 빅데이터 실무>,1631
2025-08-20,[학술정보관] 2025학년도 2학기 교내근로장학생 모집 안내,1978
2025-08-20,2025 서경대학교 프로그래밍 경진대회 (모집 예정 9/1~9/4),2226
2025-08-20,2025년 학자금 대출이자 지원사업 홍보(충청남도평생교육인재육성진흥원),1176
2025-08-19,2025학년도 2학기 (추가) 국가근로장학생 선발 및 교내신청서 제출 안내,1704
2025-08-19,2025-2학기 학생과 근로장학생(북악관 교통통제) 선발(모집완료),1481
2025-08-19,무전공 신입생 휴학/복학 관련 유의사항 안내(추가),3
2025-08-19,[창의산학교육원] 2기 서포터즈 모집 (~9/5),28919
